,url,market
0,https://support.n26.com/it-it/app-e-opzioni/spazi/cos-e-il-potere-legale,it-it
1,https://support.n26.com/it-it/sicurezza/password-pin-codici/come-modificare-il-mio-pin-di-conferma,it-it
2,https://support.n26.com/en-eu/security/passwords-and-codes/why-didnt-i-receive-my-pairing-code-via-sms,en-eu
3,https://support.n26.com/en-it/memberships-and-account-types/premium-accounts/how-to-cancel-my-n26-you-or-n26-metal-membership,en-it
4,https://support.n26.com/it-it/conti-e-sottoscrizioni/conti-business/come-funziona-n26-business-metal,it-it
5,https://support.n26.com/en-de/cards,en-de
6,https://support.n26.com/de-de/app-und-produkte/app/warum-sind-einige-produkte-und-dienstleistungen-fur-mich-nicht-verfugbar,de-de
7,https://support.n26.com/en-eu/account-and-personal-details#opening-an-account,en-eu
8,https://support.n26.com/it-it/app-e-opzioni/moneybeam/come-utilizzare-moneybeam,it-it
9,https://support.n26.com/en-eu/payments-transfers-and-withdrawals/cards-and-online-payments/why-was-i-charged-more-than-expected,en-eu
10,https://support.n26.com/de-de/konto-und-personliche-informationen/eroffnung-meines-kontos/kann-ich-in-meinem-land-ein-n26-konto-eroffnen,de-de
11,https://support.n26.com/de-de/app-und-produkte/app/wie-kontaktiere-ich-n26,de-de
12,https://support.n26.com/de-at/sicherheit/kontosicherheit/wie-kann-ich-mein-smartphone-mit-meinem-konto-verknupfen-oder-trennen,de-at
13,https://support.n26.com/en-at/payments-transfers-and-withdrawals#transfers,en-at
14,https://support.n26.com/de-at/app-und-produkte/spaces/was-sind-shared-spaces,de-at
15,https://support.n26.com/it-it/pagamenti-prelievi-e-bonifici/bonifici/quanto-tempo-occorre-per-inviare-denaro-con-transferwise,it-it
16,https://support.n26.com/en-us/account-personal-details/personal-information-and-data/how-can-i-download-my-monthly-statements,en-us
17,https://support.n26.com/en-it/security/account-protection/how-to-protect-my-account,en-it
18,https://support.n26.com/en-it/security/account-protection/how-to-protect-my-identity,en-it
19,https://support.n26.com/de-de/konto-und-personliche-informationen#beschwerde,de-de
20,https://support.n26.com/en-es/memberships-and-account-types/standard-accounts/how-much-does-an-n26-account-cost,en-es
21,https://support.n26.com/es-es/pagos-transferencias-y-retiradas/transferencias/por-que-ha-fallado-mi-transferencia-sepa,es-es
22,https://support.n26.com/en-es/security/funds-protection/where-does-n26-invest-my-money,en-es
23,https://support.n26.com/en-fr/app-and-features/overdraft-and-credit/why-cant-i-get-a-loan,en-fr
24,https://support.n26.com/es-es/app-y-herramientas/la-app/puedo-descargar-la-app-n26-en-mi-smartphone,es-es
25,https://support.n26.com/de-de/zahlungen-ueberweisungen-und-abhebungen,de-de
26,https://support.n26.com/de-de/karten/einstellungen-und-nutzung/wie-kann-ich-meine-karte-sperren,de-de
27,https://support.n26.com/en-de/security/account-protection/how-to-protect-my-account,en-de
28,https://support.n26.com/it-it/conti-e-sottoscrizioni/conti-business/come-funziona-n26-business-you,it-it
29,https://support.n26.com/en-fr/cards/setup-and-usage/how-to-change-my-card-limits,en-fr
30,https://support.n26.com/es-es/app-y-herramientas/la-app/por-que-no-tengo-disponibles-todos-los-productos-y-servicios,es-es
31,https://support.n26.com/de-at/app-und-produkte/app/wie-kann-ich-push-nachrichten-erhalten,de-at
32,https://support.n26.com/es-es/seguridad,es-es
33,https://support.n26.com/es-es/seguridad/disputa-de-transacciones/como-disputar-una-transaccion,es-es
34,https://support.n26.com/en-eu/cards#order-and-delivery,en-eu
35,https://support.n26.com/de-de/karten/bestellung-und-lieferung/wann-kommt-meine-karte,de-de
36,https://support.n26.com/en-at/payments-transfers-and-withdrawals/direct-debits-and-standing-orders/will-my-direct-debit-go-through-if-im-low-on-funds,en-at
37,https://support.n26.com/en-it/memberships-and-account-types/standard-accounts/why-cant-i-get-a-basiskonto,en-it
38,https://support.n26.com/en-fr/security#open-banking-psd2,en-fr
39,https://support.n26.com/en-fr/security/account-protection/how-to-protect-my-account,en-fr
40,https://support.n26.com/de-de/zahlungen-ueberweisungen-und-abhebungen/ueberweisungen/wie-lange-dauert-eine-uberweisung-mit-transferwise,de-de
41,https://support.n26.com/en-de/account-and-personal-details/complaints/how-to-file-a-complaint-de-at,en-de
42,https://support.n26.com/fr-fr/application-et-produits#apple-pay-et-google-pay,fr-fr
43,https://support.n26.com/es-es/tarjetas/activacion-y-uso/como-activar-la-tarjeta,es-es
44,https://support.n26.com/en-it/payments-transfers-and-withdrawals/transfers/can-i-have-my-pension-credited-to-my-n26-account,en-it
45,https://support.n26.com/en-us/payments-transfers-and-withdrawals/balance-and-limits/why-did-my-online-purchase-fail,en-us
46,https://support.n26.com/en-us/payments-transfers-and-withdrawals/transfers/unable-to-transfer-money-to-n26-because-invalid-routing-number,en-us
47,https://support.n26.com/it-it/app-e-opzioni#spazi,it-it
48,https://support.n26.com/en-fr/payments-transfers-and-withdrawals/withdrawals/why-didnt-an-atm-give-me-cash,en-fr
49,https://support.n26.com/fr-fr/cartes/commande-et-livraison/quand-est-ce-que-je-recevrai-ma-carte,fr-fr
50,https://support.n26.com/en-eu/app-and-features/moneybeam/how-to-use-moneybeam,en-eu
51,https://support.n26.com/es-es/seguridad/la-proteccion-de-tu-cuenta/que-hacer-si-me-hackean-la-cuenta,es-es
52,https://support.n26.com/it-it/sicurezza/open-banking-psd2/psd2-e-un-open-banking-sicuro,it-it
53,https://support.n26.com/en-es/account-and-personal-details/personal-information-and-data/messages-from-n26,en-es
54,https://support.n26.com/es-es/cuenta-e-informacion-personal/informacion-y-datos-personales/como-cerrar-mi-cuenta,es-es
55,https://support.n26.com/es-es/cuenta-e-informacion-personal#abrir-una-cuenta,es-es
56,https://support.n26.com/en-es/app-and-features/spaces/how-does-spaces-work,en-es
57,https://support.n26.com/en-de/memberships-and-account-types/standard-accounts/how-much-does-an-n26-account-cost,en-de
58,https://support.n26.com/en-eu/payments-transfers-and-withdrawals/transfers/why-did-my-transferwise-account-linking-fail,en-eu
59,https://support.n26.com/en-es/memberships-and-account-types#business-accounts,en-es
60,https://support.n26.com/en-es/security#open-banking-psd2,en-es
61,https://support.n26.com/en-eu/account-and-personal-details#taxes,en-eu
62,https://support.n26.com/en-es/account-and-personal-details/taxes/am-i-liable-to-tax-in-the-united-states,en-es
63,https://support.n26.com/it-it/app-e-opzioni#apple-pay-and-google-pay,it-it
64,https://support.n26.com/de-at/zahlungen-ueberweisungen-und-abhebungen/ueberweisungen/welcher-wechselkurs-gilt-fur-mich,de-at
65,https://support.n26.com/it-it/pagamenti-prelievi-e-bonifici/bonifici/da-sapere-su-iban-italiano,it-it
66,https://support.n26.com/fr-fr/application-et-produits/apple-pay-et-google-pay/comment-fonctionne-apple-pay,fr-fr
67,https://support.n26.com/en-at/app-and-features/friend-referral/why-hasnt-my-referral-bonus-arrived,en-at
68,https://support.n26.com/en-it/account-and-personal-details/taxes/am-i-liable-to-tax-in-the-united-states,en-it
69,https://support.n26.com/en-it/app-and-features/app/how-to-contact-n26,en-it
70,https://support.n26.com/de-de/sicherheit/einlagensicherung/warum-pruft-n26-transaktionen,de-de
71,https://support.n26.com/en-es/security#funds-protection,en-es
72,https://support.n26.com/en-eu/payments-transfers-and-withdrawals#direct-debits-and-standing-orders,en-eu
73,https://support.n26.com/en-fr/security/open-banking-psd2/psd2-and-secure-open-banking,en-fr
74,https://support.n26.com/en-it/payments-transfers-and-withdrawals/transfers/how-long-do-transfers-take,en-it
75,https://support.n26.com/en-at/account-and-personal-details/opening-an-account/can-i-open-an-n26-account-in-my-country,en-at
76,https://support.n26.com/fr-fr/application-et-produits/espaces/comment-fonctionne-espaces,fr-fr
77,https://support.n26.com/de-at/konto-und-personliche-informationen/steuern/wie-melde-ich-mein-n26-konto-fur-meine-steuerzahlungen-in-frankreich-an,de-at
78,https://support.n26.com/de-de/app-und-produkte/dispokredit-und-kredit/warum-bekomme-ich-keinen-dispokredit,de-de
79,https://support.n26.com/en-eu/payments-transfers-and-withdrawals/cards-and-online-payments/where-can-i-use-my-maestro-card,en-eu
80,https://support.n26.com/en-de/cards/order-and-delivery/how-to-order-my-card-with-express-delivery,en-de
81,https://support.n26.com/en-at/account-and-personal-details/taxes/why-do-i-pay-the-church-tax,en-at
82,https://support.n26.com/en-it/account-and-personal-details/verifying-my-identity/fatca-why-we-require-certain-information-from-our-customers,en-it
83,https://support.n26.com/en-at/cards/order-and-delivery/how-to-reorder-a-card,en-at
84,https://support.n26.com/fr-fr/paiements-virements-et-retraits/paiements-par-carte-et-en-ligne/comment-fonctionnent-les-paiements-sans-contact,fr-fr
85,https://support.n26.com/de-at/zahlungen-ueberweisungen-und-abhebungen/abhebungen/warum-hat-mir-ein-geldautomat-kein-bargeld-ausgezahlt,de-at
86,https://support.n26.com/it-it/app-e-opzioni/spazi/com-posso-creare-regole-per-i-miei-spaces,it-it
87,https://support.n26.com/en-fr/memberships-and-account-types/premium-accounts/how-to-report-an-insurance-claim,en-fr
88,https://support.n26.com/en-fr/payments-transfers-and-withdrawals/balance-and-limits/how-to-top-up-my-account,en-fr
89,https://support.n26.com/fr-fr/adhesions-et-formules-de-compte/comptes-standard/pourquoi-ne-puis-je-pas-beneficier-des-services-bancaires-de-base,fr-fr
90,https://support.n26.com/en-it/payments-transfers-and-withdrawals/card-and-online-payments/bills-top-up-phone-how-to-pay,en-it
91,https://support.n26.com/de-de/konto-und-personliche-informationen#personliche-informationen-und-daten,de-de
92,https://support.n26.com/de-de/konto-und-personliche-informationen/beschwerde/wie-lege-ich-eine-beschwerde-ein-de-at,de-de
93,https://support.n26.com/en-at/account-and-personal-details/personal-information-and-data/messages-from-n26,en-at
94,https://support.n26.com/en-de/payments-transfers-and-withdrawals#cards-and-online-payments,en-de
95,https://support.n26.com/en-es/app-and-features/apple-pay-and-google-pay/how-to-use-google-pay,en-es
96,https://support.n26.com/en-fr/security/funds-protection/how-does-n26-protect-my-money,en-fr
97,https://support.n26.com/es-es/tipos-de-cuenta-y-suscripciones#cuentas-premium,es-es
98,https://support.n26.com/en-de/app-and-features/cash26/what-is-cash26,en-de
99,https://support.n26.com/en-us/payments-transfers-and-withdrawals/transfers/top-up,en-us
100,https://support.n26.com/fr-fr/cartes/activation-et-parametres/comment-modifier-les-plafonds-de-ma-carte,fr-fr
101,https://support.n26.com/en-es/security/funds-protection/why-does-n26-do-checks-on-transactions,en-es
102,https://support.n26.com/en-at/payments-transfers-and-withdrawals#card-and-online-payments,en-at
103,https://support.n26.com/en-it/memberships-and-account-types#standard-accounts,en-it
104,https://support.n26.com/de-at/zahlungen-ueberweisungen-und-abhebungen/ueberweisungen/warum-konnte-mein-transferwise-konto-nicht-verknupft-werden,de-at
105,https://support.n26.com/en-it/payments-transfers-and-withdrawals/balance-and-limits/how-to-export-a-list-of-my-transactions,en-it
106,https://support.n26.com/en-de/security/transaction-dispute/why-was-i-charged-twice,en-de
107,https://support.n26.com/en-eu/account-and-personal-details/verifying-my-identity/why-isnt-my-video-verification-working,en-eu
108,https://support.n26.com/en-eu/memberships-and-account-types#standard-accounts,en-eu
109,https://support.n26.com/es-es/cuenta-e-informacion-personal/informacion-de-impuestos/debo-declarar-impuestos-en-estados-unidos,es-es
110,https://support.n26.com/en-de/cards/order-and-delivery/how-to-order-my-maestro-card,en-de
111,https://support.n26.com/en-it/cards/setup-and-usage/how-to-set-my-card-pin,en-it
112,https://support.n26.com/en-us/security#transaction-dispute,en-us
113,https://support.n26.com/es-es/seguridad/open-banking-psd2/autenticacion-reforzada-de-clientes,es-es
114,https://support.n26.com/de-de/app-und-produkte/dispokredit-und-kredit/warum-bekomme-ich-keinen-kredit,de-de
115,https://support.n26.com/de-de/zahlungen-ueberweisungen-und-abhebungen#lastschriften-und-dauerauftrage,de-de
116,https://support.n26.com/fr-fr/application-et-produits/parrainage/pour-quelles-raisons-n-ai-je-pas-encore-recu-ma-prime-de-parrainage,fr-fr
117,https://support.n26.com/en-de/memberships-and-account-types,en-de
118,https://support.n26.com/de-de/sicherheit/open-banking-psd2/psd2-und-starke-kundenauthentifizierung,de-de
119,https://support.n26.com/it-it/conti-e-sottoscrizioni#conti-business,it-it
120,https://support.n26.com/fr-fr/securite/protection-de-vos-fonds/comment-n26-protege-et-garantit-mon-argent,fr-fr
121,https://support.n26.com/es-es/app-y-herramientas/la-app/como-dar-mi-opinion-o-sugerir-un-nuevo-producto,es-es
122,https://support.n26.com/en-es/account-and-personal-details/personal-information-and-data/how-to-find-my-iban-or-account-number,en-es
123,https://support.n26.com/en-at/account-and-personal-details/taxes/am-i-liable-to-tax-in-the-united-states,en-at
124,https://support.n26.com/en-de/app-and-features#spaces,en-de
125,https://support.n26.com/en-at/app-and-features#apple-pay-and-google-pay,en-at
126,https://support.n26.com/en-fr/payments-transfers-and-withdrawals#withdrawals,en-fr
127,https://support.n26.com/it-it/conti-e-sottoscrizioni/conti-business/come-funziona-n26-business,it-it
128,https://support.n26.com/en-eu/payments-transfers-and-withdrawals#balance-and-limits,en-eu
129,https://support.n26.com/en-us/app-and-features/google-pay/google-pay,en-us
130,https://support.n26.com/en-de/app-and-features#app,en-de
131,https://support.n26.com/es-es/app-y-herramientas/moneybeam/por-que-no-puedo-ver-a-otros-usuarios-de-n26-en-moneybeam,es-es
132,https://support.n26.com/en-us/account-personal-details/opening-an-account/is-there-a-difference-in-the-us-based-n26-account-and-the-european-account,en-us
133,https://support.n26.com/fr-fr/securite/open-banking-dsp2/psd2-authentification-forte-du-client,fr-fr
134,https://support.n26.com/fr-fr/compte-et-informations-personnelles#ouvrir-un-compte,fr-fr
135,https://support.n26.com/it-it/conto-e-informazioni-personali/tasse/devo-pagare-le-tasse-negli-stati-uniti,it-it
136,https://support.n26.com/en-it/payments-transfers-and-withdrawals/direct-debits-standing-orders/how-to-reverse-a-direct-debit,en-it
137,https://support.n26.com/en-eu/security/account-protection/how-to-protect-my-account,en-eu
138,https://support.n26.com/en-at/app-and-features/app/how-to-revoke-my-consent-to-be-visible-as-an-n26-user,en-at
139,https://support.n26.com/de-de/zahlungen-ueberweisungen-und-abhebungen/kontostand-und-limits/wie-zahle-ich-geld-auf-mein-konto-ein,de-de
140,https://support.n26.com/fr-fr/securite,fr-fr
141,https://support.n26.com/it-it/pagamenti-prelievi-e-bonifici/pagamenti-online-e-con-carta/come-funziona-3d-secure,it-it
142,https://support.n26.com/en-at/security/funds-protection/why-does-n26-do-checks-on-transactions,en-at
143,https://support.n26.com/en-at/cards/setup-and-usage/how-to-activate-my-card,en-at
144,https://support.n26.com/en-de/account-and-personal-details#ganrishment-insolvency-p-account,en-de
145,https://support.n26.com/de-de/zahlungen-ueberweisungen-und-abhebungen#karten-und-online-zahlungen,de-de
146,https://support.n26.com/de-de/app-und-produkte/cash26/wie-erstelle-ich-einen-strichcode-fur-cash26,de-de
147,https://support.n26.com/it-it/pagamenti-prelievi-e-bonifici/prelievi/con-quale-frequenza-posso-prelevare-contanti-gratuitamente,it-it
148,https://support.n26.com/fr-fr/adhesions-et-formules-de-compte/comptes-premium/comment-passer-a-l-offre-n26-you,fr-fr
149,https://support.n26.com/fr-fr/paiements-virements-et-retraits/virements/pourquoi-mon-virement-a-echoue,fr-fr
150,https://support.n26.com/en-de/account-and-personal-details#taxes,en-de
151,https://support.n26.com/en-de/account-and-personal-details/taxes/am-i-liable-to-tax-in-the-united-states,en-de
152,https://support.n26.com/en-fr/payments-transfers-and-withdrawals/direct-debits-and-standing-orders/how-to-set-up-a-standing-order,en-fr
153,https://support.n26.com/de-at/zahlungen-ueberweisungen-und-abhebungen/ueberweisungen/wie-lange-dauern-uberweisungen,de-at
154,https://support.n26.com/de-at/app-und-produkte/cash26/was-ist-cash26,de-at
155,https://support.n26.com/de-at/app-und-produkte#app,de-at
156,https://support.n26.com/de-de/karten/einstellungen-und-nutzung/wie-andere-ich-meine-kartenlimits,de-de
157,https://support.n26.com/en-de/app-and-features#apple-pay-and-google-pay,en-de
158,https://support.n26.com/en-at/app-and-features/apple-pay-and-google-pay/how-to-use-google-pay,en-at
159,https://support.n26.com/en-at/security/passwords-and-codes/how-to-change-my-confirmation-pin,en-at
160,https://support.n26.com/de-de/zahlungen-ueberweisungen-und-abhebungen/ueberweisungen/warum-wurde-meine-uberweisung-noch-nicht-ausgefuhrt,de-de
161,https://support.n26.com/de-de/app-und-produkte/app/custom-audiences,de-de
162,https://support.n26.com/en-at/memberships-and-account-types/business-accounts/how-does-n26-business-metal-work,en-at
163,https://support.n26.com/en-at/app-and-features/spaces/trusted-beneficiary,en-at
164,https://support.n26.com/it-it/conto-e-informazioni-personali/aprire-un-conto/come-aprire-un-conto-n26,it-it
